cus_id,sex_dit_cd,cus_age,zip_ctp_cd,tco_cus_grd_cd,ivs_icn_cd
859a0e1456fce7ab6e34898e4f85e66204a73037fcba391568d119dc0c8e305a,2,50,41,04,02
44b1e971000227af758cdf91fdc37b74c4c6e8a73ca1990409fe671dddc3bda3,1,30,41,04,04
17d46bae2439ffb3511c348138550fdd25e66b077ad41fc50e47e85e8f01d01f,1,20,41,04,00
b37367bc5106d8f95438c3ab6b5db0a5410f03e882f25831cf9049873df3f8de,1,35,47,04,-
93c456e45cf3cfb8ef6a3eed340d15d90d90664367003df6540d0e76e9c41721,2,40,11,02,05
94399380a9b7efcbf025f706be17690a30789cef4dfc942ad6bdb10140dc0fe0,1,60,41,02,05
0f034b49a66401170e8c01fd585939f92d572602e338c76f3fcf5ed9ce86c2a1,2,20,11,04,04
c6dfcacc138d235a4e21237e7abcb42082d5cb7146622a97076219203218ee1c,1,50,48,01,05
1bcff5c06169918ed7a86bcd30e9eab4049f63a5cd4ec793d2b8a5d60cc09cef,1,55,47,03,-
9c85011a1ba9fde3088e81a13fd9d0da2e92d11ab8d6dfb47ad09d1c0c760042,1,25,41,09,02
a5f41800728ac6954a80c2eabcae4cde7b6ec58414a959193cf86177150ad85f,2,45,11,03,-
a2989dee19654a82094de6e3cd40204f2cbf747a0480a5f359212d5836182b9f,1,40,41,09,04
304062e61f0e3cf8a4fca320408d472f4be748db77e2ba6971db26f1e82a7521,1,35,11,03,-
bec51d79f058e43a5e1d65000d51cb069cbee2cda63539811be6ede79057505c,1,30,41,05,00
324872da835e5b3047a62eddee202dfe4f600a1703e01e46f5590314b075ac7b,2,50,11,05,-
d1432fca761bfe2080de74980b9ceabfff32adc8935a2a08faa650f03ce732d3,1,30,41,05,05
1f37cbf07d2e7fe9b070efb0efdaf6730d9c6a63a236a51049db71ae05356476,1,30,29,05,05
39d6e4053f26d9fce79aecddc260fe39d2839c4aeff6cb19d4c006cdc6aeb075,2,35,11,04,04
1b46ddc8c065a1333a804a9c227cfecf458ff6eb981913c6ff25c90b9eb9ab2f,1,35,28,04,-
3f1e7293e54bd33d1e5843cca01776786456f04a33cc813103a58101462b41db,1,65,11,09,04
819a2a6c3c0903f8075aceea521b65a3699914d5a95b96a8e2ba9166d44293e8,1,25,27,09,-
0fbdb2b3ca8036449413dab6750ad79a9a726c80f63d9a588452f33f3babf47b,2,55,41,05,04
7d59c0e95c5b8432fd1164ff5d1c2d6364d8f991b9a54a4d0950697607eb3ac9,2,25,41,05,02
290f5d2b7dc176c1bcf08cf9350df8b05e9fd54675ce3917786140f6af09a859,2,55,42,02,05
3defed93184ca44ae2442f5326dbe13ad150edc02c43b56496bd095b0f8a66ea,1,45,11,05,05
eced5f1b12a54d747f9eb6cfb7476c10c3062fc5f579dd641912d11dc057cc43,2,35,28,09,-
2a9acaefe2aed3c10a062149ecfa2cf9798797167cbaf20d49dc51fc12b3056d,2,30,11,09,-
1f2f918c7a7f1c80d5a770c1f1e353afc720bdc335463f3411e1ff3d970b6504,1,55,41,05,-
1613d2606c53ac1252ec6e447f35d238bbd7d0577dee5715317e8ba205de6059,1,25,11,09,01
5880abe329edd699778fe372870c4e1cdd89b36a4bb3f33032bd38ca806345ff,1,35,27,05,-
7521ef70a744d7bc2d9265e12d28b9b7cc517f8cdbcaae6334bc992d4a725af1,1,45,28,03,04
9e6fffb63c9b4eb9727ab5288e6092507bff5be4ac8f89e5095abdeb410d3882,1,30,48,05,04
44f7405112d31e6ebfbfe630d0e82365e6ebf0ae24360c0af73fb4d9bfacfe15,1,25,41,05,01
8f50da1172a3ce206888c73d055f39d68b0156db04e79d255280df6a36ca8958,2,45,43,04,-
7910959b2e514f3f5b0bee4b55afc2b390da4c1ab499930ea93992ca2bdf2290,1,25,48,09,02
d9472e373b6a62fb8f51761c360c4c570668b44f68ff1266607b5e64c82e2f94,1,65,48,04,-
9275b060320100b61cfd35999bd5348387119e174ac37c8e107b237118841c1c,1,45,47,09,-
dfb8ff6077e324b38434a4e7a6c09d4d87cc1b75208cb57d36bd034f5361a528,1,40,11,09,-
4c6045756cf3934dfa048e3202c1f7b7216cda06bce0f86a531811a624cfd1f3,1,30,11,09,04
239d66853ac384b7727cf2cb4924bc7f0a33ffdbf356bb8392fcdf794fc212ec,2,55,11,04,-
f24847605caf05d57e21810efcc952e56663e7c44c9c2886757cfb5febc36881,2,50,31,09,-
cd6f26e687270261a8d6ceac7fd91a7f24c817eb39e361338fb3f239cd24cf1d,1,45,30,04,-
1ef9b016167734d7609c652dad860443b4ced025f6c1ab2816d28b76c2ad1eef,2,45,11,05,-
bc125a817bf7b954d2c8751e5850366ae127979933327b51e2350ea00ff5ffdc,1,00,11,03,05
925e5cb4b09da0995fefacdf0ac669212c48f10ee020b991a8e2937b88ab48a9,2,50,31,05,-
a1a305b4ccb07f034e7e22882cbb5af5e5fe5553cd49922b0b213019d9cd9dd1,1,50,47,04,-
4fdc8ee4c3be41e47366e4b792f9b5d4f39c7942acf6fc95b9dcb41d0c0b153d,2,55,41,04,-
55c29ae48726930dc1585cc0f275092e4a1722d41b747681cb420456e5bc6fa7,2,40,11,02,03
2177f2a27196dd3aebf092ab9cd751bc28b4d1eb734e6282b15d1ba2e019505c,1,50,28,03,04
a57d21c4dc7373137f8c9bcc2b6b1a4a76defb42a55d7d78b382c54af2a2612c,2,40,29,04,05
ad020b64861cd8695f68a0b19612ad5d56614cbc60c61ed1158e4c8241a217a5,2,60,11,03,04
002ba4c026c150d2e1db921064d48b62fee6d88a56831f1299f45e7ad6dd9206,1,30,11,04,03
81ebc5018e6903f5724bede5af0639da4e913f0d425477b2007d78340593e981,1,40,31,09,-
252d82c7cc465839beff71ac8ee07dca0c6939a27e85bde9c8b878467b096af7,1,45,28,05,-
88b442d6c75fd0cd1f680ecd49b32a34446ea000cf9cdb6dc9a9d40913fbfbd6,2,35,41,09,-
239027d62c7b0ec0ebcd438eddae797441d468b9e5902b4bd6ece41fa3cb6a0b,2,45,11,05,-
4601c606052aabbc90a7efa97b8711028e1ff0399ef9799090308bc62ffb2ba9,1,35,29,05,03
fd611e63636c3b314648e7f714b38e71457faac4fa9f19df739f79b0794435fa,1,30,30,09,03
b99955cc15f9812a2f878775a8dcd109aa2ae75065ad9ed19f757a13d4f9ebcc,2,40,48,04,-
a86fbafd39757aea6ff5e9fb3e40abf3b33a0b56c1977f2b99ebe29e95900a61,1,30,41,09,02
7e54f825da9f9a7b9bc9fa0a086f10e8bfc0dfc7a3acfd65361a2130b736667e,2,40,41,09,03
7f9e795ba0b0764b538d3773f23850b79b2958752514b4c6e00f5305344f5357,1,35,11,03,05
89bbc72f7df085400eeeabb7ad7d4584db3bde2927266751330a4d09e24ba326,1,25,41,09,-
61ee618ab222cc19eaf230d3c91a06a3f400e8a0d394697d9f2392512c047317,1,35,45,05,-
e2480450c304d662078abef4c146a4a504504230102bea3c06a32510ac74d03b,1,30,44,05,04
f219061be298eefdbfecad35b6d80d7b6826feea861857d842a52fdfb2b101e3,1,35,11,01,03
2e6229f0f8b4740ea33080d56c3aadf339f02d405476c70ca5a8db02e4de52e8,1,50,11,03,05
a3bbbd2f3f88ae70545bce548d7f45980f6bca36a59c0bb388ba7bb8425ed598,2,55,11,04,04
018b223e8bf846b06f250aee8cf564510007e4bc493f14ef82c3d0a6689ef503,2,55,11,04,03
0140e4ada1e11d3f77743d7bb59f812bcdbc36e10e43cdf03976de024d5ef745,2,55,11,05,00
972715b766607c037c65021876ee79be1dca1db9c7633a539295445525cc79f6,1,35,43,09,04
009ae6d3e4b490026e8395335637bdc5b862946e9669a57d7315035c99e9147d,1,45,27,04,05
7bae9065190f63a96f1f6a6d7cf629105671ceff8eb1619a5b9ae00aff26dca1,1,50,26,05,04
c159deaa22bd491cf35484df88dbd231d531ee20befb1cac89b46e58d6736ee7,2,45,47,05,02
535766556f486fc307ab7baba0f3d0608ca3b606539f7dd11297c0f759672660,1,50,26,05,04
cd08d4d1124d9197102249565a46c5da6bf07eb55e8eee43f1fb1e441a9efe27,1,50,30,04,02
7c19a5ab9e3f567856a2411ca3d05bf4d084860e1f94d13a63c54f76eefd2386,1,40,41,05,04
105ddfa214234c8a9295e87a38341d6673fed40f7a55bfc3c99ff44feecb29b9,2,30,11,04,04
9f38b3920eef93892a6407ddba93513f6faf20fe5dccb12b1cb840fee2138502,1,50,48,05,-
97127beb2cd532a9a073eef6938f484ee74e2062548fc657a27ab0092be207ef,2,50,41,04,04
4c72ab84754a12a1d2a39d9e2b61aec1818e284cdd085bae9d96077d935cb0c0,2,65,28,05,-
de9ebccf49ae079dfdb580d738d0a0aa6c0efdb9931b8c222adfe8157921ced5,1,30,11,04,03
709f60b4e5582acc3c632d02bb9981892cc290591da986da42915b9f5f6f952d,2,45,41,05,02
4dc04a92ab9215eafea61ec5bdc4d0db2f93556851f3fdb66d75f4243121b557,2,25,11,09,05
065f8ad8f565c96a1d5a1b18de8fb18820fa3bbb074c5612269a5aaf1f70cb5f,2,40,47,05,-
18f4024cefc0ece05c0f4e41697b8293ae9b8d4fd636205d0bb9abd359ba7d8e,2,60,31,02,-
b9eeaafb2ac0d574c1d3f27375214d9ae448ef448d59ec235678f413f41091c9,1,55,11,04,04
e43f80bb7e5fe4d15c0431f5fc2861181709800e361efe1d87521ba3ae5949e0,2,30,30,04,04
2791b70e38cc9c109debcd282bb9de9923d5b106628d806a1eeafec05de923a8,1,45,28,03,-
1be09b9d6752ded3d017a10d44d209e898c459634ad95481551e454b929fae5d,1,60,27,05,-
ebe0661b9f1935e79cf12692fa1376014973407469a5161b72a23b9d12559ee5,1,60,43,04,04
79dead24572ab809582b0b89b943b6a614cf962fd689174faf15ee81e727cabe,2,30,11,04,03
109ed6b51ebdc96a7d2407432febe5cfccb8bbf6bc503eee07cfa8d00757cfa6,1,40,47,09,-
54c0640218d6fac09d8c03a4d89eb2bf2ec8029ac629a5dde11f79b31a037938,1,60,11,03,-
bf604a2992f3e71d114dc3da08bb6ddf66080bcb366cc19a739d2cc2fdec4623,1,50,41,05,04
137f92b7e2b1548e569f00795c3ac5e83e88fb35d98ad23ac15d701ee66716ea,1,40,48,02,-
2146805f19a8ff044af1438ff6d7e924bb641eb9b9b81179f8682bb3c1080a50,1,50,44,05,-
919e2d2b89f0c15fe8f72f2df945ad4941138ebd0dc70ceb5e690079263a8967,2,50,28,05,-
ecdf1942055b8f90f776d912e3849b50022c5f0f5ad9eeaada4c1b88730491c5,1,45,41,05,-
0ae6acf2b4d9496b0112d5429a6b9a3bfe04ad16d0e6ae47bf2bdc930c540699,2,45,43,05,05
0b64056e99301de5cb166ce55758ef97871d08a2e150be854661ddbfc09ddf99,1,25,11,04,03
572da888537123e957dc51c237b7730ca9becf807d5c65725bf59fe629726942,2,60,48,04,-
0115823c8693d15073c4fee70bf0b93848d72249a58f5cee744f40ca05812404,1,45,41,09,-
3a39aab8130fa9482b4029c2f21424a4fad6deb8c76ddfa2a3e8600925c8e4bf,1,25,11,09,02
3bc04215ea4c406e0c2b1dd1fc891ff0fb5d3461549140b5858c7bca57d195d0,1,50,48,05,04
4af5afc2bae01873e41cd65578c393442e10cf9d2c963ae5304232fdac45dbfe,1,60,30,04,03
191bc6dc334e6c7bbb83f51dab9b39b90eb63c56947e5613d301b4cabec3e24f,1,50,42,09,-
961574430e1595cecf70006a2e2ddd7a3e2552c751277953dc1d902095167d8f,1,55,44,04,-
8ff67bb40d912df5e8af6feae922ce71d2b5c0b64d80dcf29ec88a96d88f4921,1,50,26,04,-
dcd0c0edb2f90ca9def9e5ff36350b917aa5d6e2348479fe029219e8bde13ed8,1,40,41,04,-
0766a76292c66ac47cf91e7e0b6e88b4c16438bc1bf7f523b05425dc3deb0830,2,25,11,05,02
f5f56002208305e60f54ef502a8abcf21bdcb424e66c3d910e529612be08d138,1,60,11,04,-
978a71b88fadb62438589038cc7f3300912f34441308400c99cedfc15012e5a6,1,40,41,03,04
001b04c9eec677e2278040c51e01d262e72ce32ef25f00188d83c168866010cd,1,40,11,03,05
8dcfa45cdbfd325d57ae6c69f5c61987e0b09b4b33cf651307769cdea6ef136b,2,55,47,04,-
4111961a6f07489f9b7e449870692781ccafa597384c081c645bd4bbdb6311e5,2,40,47,09,04
3ba07615f0c7de138d8addfbbd114aca59e2c1e91f36883352c5b181c08901d5,1,35,41,04,02
158fae5d1065bd439fd9b82d75aead710f33ee909ecd45d0b5ae16f8fd4625ae,1,40,11,09,-
c3914670e42b1dc6ceea0c704cc1d3ef557086a82a8ef6490055e138acdbcf84,2,45,11,03,03
693eaf5c7df267aaf7739f80431fa34455ea684489d4f078ea4c9ce525390deb,1,45,46,01,04
6872328112e74c7ac52dab86b65e117eee20703efb6de4d25e6bd32d99d63bc9,2,45,43,05,03
8c55f801d00095145459eb3b6c58a03b274bf90a94252447d7d66117dd4edf27,1,30,45,09,-
3b02bb28d7e6e3b74760af6d102b3ffbc99b4530eaf9a65bccb7884175ea5d9d,1,55,29,03,03
778e77f45ce31cdfa9d41849ffc48096b7b49e8f8191496e39261148e7342d4d,1,50,41,05,-
f554025b32d0fd68cf95baecc62ef73fcccf79a5ebbf389d6573c8624d4e52a6,2,35,11,05,00
2a06146cdeb41a93ff180d77514477da93ccb683cc3b410a85e2b512591ca6e0,1,50,41,03,02
4dbed395876bc0711a6e863415e09b1d1dd4a436070a0460a9ce14e8816591f5,2,00,11,09,-
ed7cb0082702fa88468d1e0771d676657da403ec5e14a442f2921662ee59a781,1,25,36,05,04
6e4a609cdc62f98989c233d61c1ecb91be17661f3dde9ea9a18b02ec8b70d9f6,2,40,41,05,03
2c53f457ff6dd84a0f81482d6b8d7349d0251f88645774f987219ecfd58c5ad1,2,00,48,09,-
f380c18fb541c0c463e7e5c6828ac52b47f35f5ef6a5c86184f7320f1e4dba0b,1,60,50,05,-
1ad7f0c2862605e5ba4075e005d6e380b3c16c07764e4216379877e2d83efdf6,1,35,41,09,03
8323df5b9f108b2b07b88b8d07ea863bdb8607431c3d40f10c533911f69c1d31,1,35,46,05,-
497a7e15486f8ff6d08533c1cba7f1fa9f5dfdcb4cfafd85d791aabc59a1daba,1,50,44,03,-
2470f4cbc974552e8bc57fd2b110b4920661a0e035275f7f01b46401a4328fc3,2,40,48,03,-
ac4a0f76ae485c62de89e601dcb19891ed1e1ac4189a4eadd47071f29940ef09,1,45,47,05,03
295010975c7c8a1eab9fd18bf70b3ca1f37079c4225ed5ddc20279466ebe21fa,2,55,26,05,02
be88b20fbf2011bac9983ebfeae6fbe84fdf69b984705e416d65ea637317fc7f,1,40,41,04,04
d31484be210d9d8230c24be288e23969544bb2e178da4e205b15bc2874fdbe37,2,45,41,05,05
890e91e19cfdd2ecc2cffc24d414daf129b0be6c1723cd12d19f03f4d4cf5422,2,35,50,09,-
ebb461f77386d8b3c8ac5ebc4269a670af828eb4bde8a0f8aa143334edf5bfe5,2,50,27,09,02
d08ad8d4925fdef8983036684091b5336e6f086a4cd152cd4f580500022ebac8,1,45,41,03,-
295b6101bc366cc335bdb5ca95d897ef3153dec0c9533fa61f081fba35481838,2,50,47,05,-
84928406cde81ae2eff6023f121a00155e191c03a86b9e0f91ff7414680d9a5e,1,50,36,02,02
d8afa4780df0e496254438d598e943142e9f69b277fb3578aa4ea9ec3ecfc6dc,1,30,11,04,05
5b4a3e15cf469a5a1ab1f6776b8791719731067f078e75c214554827e6060b83,1,45,29,03,-
09024f7ab52c1b6c1bce85df2a5115cbd0add097e5bc52c762b36ef4ee7b7795,1,35,27,03,05
cba6a2a85adbb6bf9713c78620ed5525ca0f7e6c09f413b89bb49b5da7cdc96a,1,45,44,09,04
1b3f6d5a4be384fb95d63534760ae4447233f56ecf1754349331f17f11a6ded0,2,40,47,05,05
33eb103f43cf24dbd26d921c80b687a718665bbe6d8a53daff79800f401f07f7,1,00,46,05,01
003ede94cfc499070f37cf55c616f9642c669d35ae0116d17f424b754c1eb561,2,55,29,04,03
ef7b361f814c5aeba8c3e38b0704e8217f71aca7fae73d72ed091983020e9ab1,1,45,26,09,-
ead91dc3333411c5de1ef2ccf2336cfa56802c853e20c04b1232ce10055be31e,1,25,41,04,-
f907f84599a16d0cfeef56adc8c644ca257177366d8654181e498fb6a1eda22d,1,60,11,02,-
c3f2401a0895d3adaed077885a43f2e3516fe966752a2270b5ce4f637c8daece,1,55,41,04,-
32b69ab68516ebf9492e88ba702656950c90bc6433dcde57cd5af93a98e17bfd,2,20,-,05,03
d41e90e8ab51cd3adff5edf615bee96a127763a7bb736de60e1ad90ab3f09d04,2,45,27,09,-
c8bc4be71c3f23585ad61001ce7ca1c42ae94e719ff907798044c932ad5b437d,2,30,11,09,-
73aa9840eb062c3e6c47897bf25758df10ba0e1048d21fb86e006c654b14521a,1,25,43,04,02
c6eac6a6e25f06332aa98a7d4771a65bbfc4947a45bce836c299d7551f17e942,1,30,43,04,-
c95aee3f4cd731a19e64d26f06b10f50b0a7c749b61f2d8d0239fe2a5bbcae4c,1,35,11,09,-
d8eb098802901c880a8ce32106dc8102c16137d1d0b4a92404a2bffffbbf8dc6,1,45,26,09,-
27ccd8cebdfeba4e6f3b271490f1314c3d56876162efc3414bb48d0d170ddbdf,1,35,46,04,-
19c41dbfb73c04300bde11707aaa8704c65f915429bdb3c8f5344d8148360374,2,45,42,04,04
32c5934d8d6384ab4ddff10ed3fbdfeca034a7367f62406093f2aaf6658cbdfb,2,25,46,09,02
46af74d03d07f9fb81f23c34ef4f5a7960d2a8587c64d025acae83707089b480,1,35,11,03,03
1c40d5162fa94cf2043ebfe3b76f7de4d3a14489dedf442abccf3042d8267b31,2,35,-,09,-
ef2baa3cdb68c4dc40a590a0d894c701794e351014fe02b20e51666ca311a17b,2,40,30,04,-
d767678715d00ad830f14f60d35ba9b8895955569ca27b3e6190478157603862,1,55,31,05,-
77a37fba0cd3cc8b716ed415cdf87db36492f050d43083f7ed9e932bfb4b7392,1,25,45,04,04
6501e65a5766c21e6c8997f11274f7c960882f5d5e5e1c9c36900dd9965e36b0,2,35,11,05,02
3f5022ce34e50374286b6c901f5c93e9d0af72126cdec665133b02eaa883cade,2,25,11,05,02
970b859d5aaecdc94d941d48081168f5fd8c47c5845153cb56dc040695fd7aa6,2,00,11,04,04
af0f1a6d71f2b2e5faf90804021f5d52c1c5f024121ba8391e6dc509ef935e6a,1,30,48,05,-
a3bef2117d2b58a9d87e4626b69af5e3db873cb83c2b7a9549de3e62ea773633,1,45,48,09,03
892ff9ea12ded9adaa5b77d1e80bf1f1890b681b310aa4d2a7c1d2b2d9bfc66f,2,65,28,09,-
92e092d0b047ff1742618f5ec52d286dbfd14585afc6b85e2aedb4c219585a9b,1,45,26,04,-
fbf1483f50564de498f32047bb6eb8c87ffd9a2e8bcbe11f2a4c845f39de192d,1,30,47,05,00
f933995e0e2d9baacf8445d729a1a01609f0543410032e46349ddb7a32247dc4,1,30,36,05,02
3bf858bc83ac560a2c41dbc2df35275384063c78a364aa2d2e7132361345e222,1,40,44,05,-
960c05a3e833c5e5cf68f778ca7aa9474126c6f093433be06c695f0d31bd5556,1,55,47,05,-
9bf92d5bfd04141280238fc86e9678edc7dddef0bb921046fbe57d254b792dff,1,55,31,03,02
536b2c392879be7f0042173584cd587829b43ec649e689f6f4d648f5209c2a9f,1,45,43,09,-
eb386b5c744b3c606d611745c3ebf8a071e919fe1f15ff5c22c77233dff95007,1,45,28,05,-
5cf0e770c42c3d051793b5e91f82c1d3fa0a876179a8e8c0889d5936be4fa8fb,2,45,44,09,-
479b4bcfb6a9fe2c475acef1d4f6b673ea5f16fc18a031ce77126a863d06b4af,2,40,45,09,-
27907d11fb2e6df3e9c4b4da2fabeed482d3764c2f8cc09688dad8715e787b0b,1,50,11,01,04
6b22b1a7b5f80fedbd37d0382dff03474b5e4c9dc5159c634bb99f4ad60e4247,2,35,36,05,-
289bafbb695e0424828578ecbe7cdffd4812293494de5ebd43b75bd29d74e5a5,1,50,46,04,04
1239a712cd6a6dc680aa7b2c903049c4304c76dedc486efb8b23b1a187c017e7,2,55,42,05,-
01212ea633f6f178db2559c9e140072c054a343ea7052900c5aaa8f4a2901b9c,1,40,47,04,04
78eece7687bdcea67099959b2ad25b83bf11e3519c740c3d132ddcade84b91f1,1,30,44,09,04
d25b86d9336e1fc26c98e36b8df398ef268980529bfb901cfb74638ca37d480b,1,60,45,09,-
9159b1a48813b35d4642e5293ca3704e7cb9b36ba30231f3bf2ce3c18871879e,1,60,28,05,-
28d791c182da44b1fedfefd2a2a58c1156216f3c8c52690db2019b6e9ac52973,1,00,44,09,-
931571cf63cd19fa849c13cb170a8f5b6f00c8b30e304098d17f04a51ab42f76,1,45,41,05,-
caaa94b800ad680847ddaeaec8e49a0c3f5a0caa2f03059d323a4652ace995b9,1,25,11,04,02
7fc87e18116d67078f447c580e189334495dd1c448d65dc20957f9f260a34de9,2,55,26,09,-
f4fb91e8fff14e382d091fff9b971e7923b78a6d5f87b10e383defeacd681e02,2,20,11,09,00
d887eb13fd474d6f975d2659ba552cdbf00c97f1b4049a800e22f4b192c4ba30,2,50,41,03,04
caf6a64c7634470c557799c22f2ec13cbb9731e6373bbf8e8d5be7fe7367263d,2,45,11,05,02
d66f8e4a2000290ad26a1fbc034d5cc32cfee9e6d6eba985bd5d84c8ea6cd5ac,1,00,11,09,-
0291016d5fa63f348a0fc64993c9b1d5fdf8ad4a2905f46c60fab8fe17bb565a,1,35,11,05,-
f1a57e1e3efa5e4e0a011bf1632ab78b57ea36608546670da4ca97446c8cb4b3,2,25,11,04,05
babd5a081e9166e945ace34c53260523f2fa6034bc8132556552794f587994b0,1,70,11,04,-
43b2d14f37c8251fcfc3ce936f01c3805e938ade8417144cd95e473b8e918c8a,2,30,41,09,05
3e1b771d1b732e7dc2f15be9b6ee1a75f8b54eaccbaf5e5dc225507d8995934d,1,30,41,04,04
2e9b1f41753bef5d5d86e13cad97120c4464c705c5a89a285cf16b19044a9793,2,35,43,09,02
77adeaab12121ce713b6db02b3b585da831b5bcc227fa309f0be4f1ac9bff538,1,45,42,04,04
3b53151bd272b5b9b609ae7f9738d1ea6411a99903cf5661584fa5fc2c510ea0,1,40,11,_ ,02
fc260ea4ff7539cba148f34c332abfae54300126a3a57f7e25def3264c85fe7a,1,50,44,09,-
9369160208a418d8a80def56fdca6c6cf676f8f441e0f66f5ed29c64e142c39d,1,35,44,04,03
0c1b02215320e5a3df767e86ff0b4a94da28edce95c7985930ea6829a6d122bd,1,40,11,04,-
dbfde881ab55cb4040126abd65536c9cb1abb0e3e9b5831b370f124746da60b8,1,45,11,05,03
885e651de2905f53dc1833987bfd56ad10585054b3ec718a668e04648522b579,2,40,41,03,02
3fbe22f90f44765498b259eab210a65fcf40767c6d97acffe386d2cea85e7962,1,40,41,09,03
cd89eb1c0629a9c2459a22cb3eca3edb611558b77124ff47a533b881ca4ca5f8,1,25,11,05,-
fc7e54ace395a3e6ab3d6354f944f23122ee782d2a3949405822cd73bc4d3e72,1,35,36,09,05
d910c425de0114facf112fe0844b1de37eae2e70d0c52494d5c9cea57bcfe902,1,30,44,05,02
857a730d99a580dd67ca35f5ce9c0bf3d5f632add1f155ca91864e9913bd63a8,1,30,-,05,05
c8b69473684ab9262b21237ff68808dc74aefb174a2260ce799a9c7e75facca8,1,30,28,04,-
57594e0085edd0598a580af534715a33fe6ae804d3e8f51b4178417ad41bec7e,1,40,47,03,05
bb23d8a9f7e3fe8c48acdc89e57f7f9d157ab5f06f707afcfe77a2b0c044ddaa,1,20,11,04,03
27c264fc40c0c8c13a50c3558261cb19ee52fc4ab0e4ac87340304ebc35ee6f1,1,50,41,03,03
288b3a73ddd17c664a318ae8a8b32122edc368d805105bd5c3c339bb6f9d3fab,2,30,30,09,01
46165645fb7bae6f943aed4529e47625aa9da265b9a0abe5080cb7b7e6130352,1,40,48,09,-
051c3a0dc4c3ff1d0571ea1605a886b137c133bfcbfee9f47d97c139819a7e1b,2,20,48,09,03
d8666299f12e6a4364f66c4649c777be30798bdbe0164ea94dd8d78387b43719,1,00,11,09,-
366eb62037a1967705117f7d8c5bef24fc703955acdcfe681aff8806bb50343f,1,40,11,05,-
a36a1e8b0a85909ffc6250f41816e3fd1822629ae06fc16905ba825ef430376f,2,45,11,09,-
0d100a58a59aec44f5348e5d57cc729294e96a6eb242368f30f0e487114a4ff5,1,40,41,04,03
d675533c2ab37d81d9264ee901ecb7300aa29833105ea531725b54167284a6f9,2,40,46,04,-
b323160502babfc3a69cf600f350a7001c5dc74236675f20676fa7f4d84503e3,1,35,42,03,05
58c5a3d693c8cf5d4d4fe64c4a213bce7cc9ab1d669c00891c25fc32bf4ad942,1,40,41,05,-
b19d275def78ccdd271c454258ca218b2e971fe1bccb0006f9ad3d3e6105521c,1,40,11,05,03
13bd114299f02fba8e82945c723f990e9f91467f445154afbb44bca1cd3a3263,1,30,11,04,02
978769da7117d9759b7645f79992eb267924f4fc9b3aaf5b0edfb23ca3fecc8b,1,45,27,09,-
0165aa14ed367376f6174751560a809e679768c73480365338173777a347cee3,2,45,42,04,04
325b66bde62a74e035630d8aded0c2d987ed44f229e956b1885f5eecb02afb86,1,50,26,09,-
c6d85c90e8606a695742ff7cc6ad6530ea79e19ce66a815948d480a6216d8834,1,35,11,03,05
50293c110a93a1980b8ec412ad4fc314216674147963708d70e5f478ddfc00e5,2,50,28,04,03
c21ac4bff13b97d9579ede28ef57f7ace671afeeb5d80154e89a06c135cf6dcc,2,60,43,05,-
7485a94eb60436bd1b225b54dba5471af44921953635131f611c64f5e55bcee6,2,35,29,05,03
46cd59ba19a7ae2dacf0c866c27dc5c29c2d4d5f281ac1d2fe93a780f6132176,2,30,41,09,-
155ce5377e2116012bc7e52a1c616b5eddc5ff6af3e64ce39cc1cf914c979611,2,45,41,09,05
007dce6cfd89ac52c4ad7b6cfae34c8e59a77e476aeb53f0e79910bdfa4f42b3,1,30,41,09,04
0b855b8bb63663337575a1d7f8d878164a838017acabf1ff38fc5fcf1441ac3b,1,60,27,03,02
f2649e1b85593c559902b8d0c3b1faea62088027614db341047b7474bf1c8e0c,2,45,45,09,04
9d4dc51c5d108cf6881882d23c65c6e2b2654a6dd046de687850503383b10110,1,30,11,09,04
487c1f1cd86a3a565f88b0059633c2e1e3debadd8858b8e4b567f48d32f13605,1,45,29,04,05
a98022f24ccaee3f4fcd55cd8ed35c32ccdc3f531ff41f0ac64a4b08086b9cc6,2,35,48,05,-
28a608888992d0c935f6a4f848dea3b83f17a557ccb46695d313dcde21a86a4c,1,30,41,05,03
3dbeeff0225d49a6f704a755b8ece107b92ed383b0a7d0e99b4b830d7dcc2159,1,60,48,09,-
8e23a1939511247db18e3af292c8ffd8cb58b37dc5d373f481cac6b3a0217eb1,2,35,11,09,00
cd7c4a1763313f05a5ad973214cad6a6cf843380f1b44d7dc90d1f050fc86159,1,25,41,05,03
3499d01b9ba610a4a153b0d017f876c5093b4abbf8761d2cddbe25157f10776d,2,35,42,05,02
51c338318414defde318158d0946fea01c9621404459d10ab0def44521d81caf,1,60,36,05,02
727a1efba6f798ce07f1d8cedad2f1eb645f86a6a86fcc7900adba4d4a7b4646,2,25,11,04,-
31c7b46af22f61fc168d8cfbfbd5b4646e9b3e955da959e3132571784c3eb4a7,2,50,31,09,-
7335162164ef575f86e5c0a0b65ae3b4337e12a0bcf0d038c90b29bf3cf114ee,1,25,11,02,05
a27de13ddaeef240624fd164bd7dcaace7cb42892364f7947836bba0e6f0a5c2,2,30,11,05,03
a3f3d1421b91d71a2200f1d3e64d4fb9ebaa8862010f4fc4ad7e29aef03ab17f,1,45,42,05,05
98ae040046def9b62cd05634253bc763a032b688dea549f023e51d5ef6b9128e,1,45,11,09,04
0f01323b817df241598eee3c6341d5261a5b829f370aad1d9bc8b38aa8c4321f,2,50,30,05,04
